title,text
Мощное землетрясение произошло в российском регионе,"На Камчатке произошло мощное землетрясение. Об этом сообщает управление МЧС по российскому региону в своем Telegram-канале. По данным Камчатского филиала Единой геофизической службы РАН, подземные толчки зафиксировали в понедельник, 29 сентября, в 20:46 по местному времени (11:46 мск). Их магнитуда достигала 5,3 — это сейсмологи считают сильным землетрясением. Эпицентр явления находился в акватории Авачинского залива в 86 километрах северо-восточнее Петропавловска-Камчатского. Очаг залегал на глубине 31 километра. Случившееся землетрясение считают афтершоком после мощнейшего землетрясения в июле. За сутки на Камчатке зафиксировали 13 подобных явлений магнитудой от 3,5 до 5,2. Ранее, 19 сентября, в камчатских школах появились трещины на стенах после землетрясения. Отмечается, что после тряски в семь баллов на стенах и потолках в школах № 9, № 26 и № 34 Вилючинска и Петропавловска-Камчатского образовались глубокие разломы. Больше всего разрушений в последней."
В Молдавии подсчитали 100 процентов голосов на парламентских выборах,"Партия президента Молдавии Майи Санду «Действие и солидарность» (PAS) побеждает на парламентских выборах. Об этом свидетельствуют данные Центральной избирательной комиссии (ЦИК) республики по итогам обработки 100 процентов протоколов. Всего за правящую партию проголосовали 50,2 процента избирателей. Остальные голоса были отданы оппозиционным политическим силам, в том числе 24,17 процента голосов получил Патриотический блок, одним из лидеров которого является экс-президент, предводитель Партии социалистов Молдавии Игорь Додон. Отмечается, что явка на выборах составила 52,2 процента избирателей или 1,6 миллиона человек. Ранее стало известно, что PAS побеждает на выборах в парламент Молдавии и сохраняет парламентское большинство. В свою очередь, лидер оппозиционного блока «Победа» Илан Шор заявил, что оппозиция не признает результаты выборов и будет призывать жителей страны к участию в акциях протеста."
Лопес назвала развод с Аффлеком лучшим событием в жизни,"Американская певица Дженнифер Лопес прокомментировала развод с актером Беном Аффлеком. Об этом пишет ABC News. По словам артистки, развод с Аффлеком стал лучшим, что когда-либо с ней случалось, поскольку последовавший за расставанием период помог ей лучше понять себя. «Расставание помогло мне вырасти, лучше понять себя. Сейчас я совсем не та, что полтора года назад», — заявила Лопес. Лопес и Аффлек состояли в отношениях в 2002 году, а в 2021-м возобновили свой роман. Спустя год они поженились на закрытой церемонии в Лас-Вегасе, а еще через два года певица подала на развод, сославшись на непримиримые разногласия в качестве причины разрыва. Пара официально завершила процедуру развода в январе 2025-го. Ранее Аффлек впервые высказался о расставании с супругой. Он подчеркнул, что с большим уважением относится к Лопес."
Отдыхавшая в Таиланде туристка оскорбила секс-работниц и получила бутылкой по голове,"Жительница Таиланда разбила голову путешественнице из Китая за оскорбление секс-работниц. Об этом сообщило издание The Pattaya News. 28 сентября отдыхавшая в Паттайе 29-летняя туристка во время поездки с 53-летней таиландкой по имени Сакуну оскорбила при ней сотрудников сферы интимных услуг и местных баров. Затем, выходя из машины, китаянка попыталась пнуть женщину, за что получила от нее два удара бутылкой по голове. Прибывшие на место происшествия сотрудники полиции и спасатели обработали кровоточащую рану девушки и доставили ее в больницу. Подозреваемую в разбое жительницу Паттайи задержали. На данный момент ведется расследование всех обстоятельств инцидента. Ранее трансгендеры напали с ножом на туриста в Таиланде. Причиной конфликта стал отказ от интимных услуг."
Глава МИД Польши озвучил сценарий завершения конфликта на Украине,"Конфликт на Украине, скорее всего, завершится примерно так же, как Первая мировая война. Об этом заявил глава МИД Польши Радослав Сикорский в интервью телеканалу CNN. «Скорее всего, этот (конфликт — прим. «Ленты.ру») закончится так же, как и Первая мировая», — сказал дипломат. По мнению польского министра, в какой-то момент одна из сторон окажется слишком истощенной для продолжения боевых действий. Ранее Сикорский заявил, что страна готова сбивать российские самолеты, если те окажутся в воздушном пространстве страны. Он обратился к правительству России с просьбой «не приходить жаловаться», если ракета или самолет окажутся в воздушном пространстве страны без разрешения, целенаправленно или по ошибке, и будут сбиты."
В Еврокомиссии сделали заявление о БПЛА над странами ЕС,"Европейская комиссия (ЕК) оставляет за странами — участницами Европейского союза (ЕС) право сбивать беспилотные летательные аппараты (БПЛА) в своем воздушном пространстве, которые они сочтут «подозрительными». Об этом заявил представитель Еврокомиссии Тома Ренье в ходе брифинга, запись опубликована на официальном сайте ЕК. «Я предпочел бы быть предельно осторожным и сказал, что страны — участницы играют главную роль во всем, что касается их национальных компетенций (...). Что касается уничтожения беспилотников, то мне, как представителю ЕК, не стоит вмешиваться в этот процесс, поскольку ведущая роль в этом вопросе остается за государствами — членами ЕС», — подчеркнул он. Помимо этого, Ренье высказался о так называемой «стене дронов», подтвердив, что этот проект нацелен на обнаружение и на уничтожение БПЛА на европейском восточном фланге. При этом он добавил, что это средство реагирования не будет применяться в качестве возможного ответа на инциденты, которые недавно произошли в воздушных пространствах стран ЕС. Ранее стало известно, что глава ЕК Урсула фон дер Ляйен настаивает на необходимости беспрецедентного обсуждения военного потенциала Евросоюза. Как утверждается, ЕС рассматривает целый ряд проектов в сфере обороны, в том числе создание «стены дронов». Директор департамента европейских проблем МИД России Владислав Масленников назвал этот проект истерикой, отметив, что в ЕС анонсировали «стену дронов» исключительно для оправдания перед населением расходов на свою милитаризацию."
Популярная ягода оказалась защитником сосудов от тромбов,"Ученые из Лодзинского университета обнаружили, что семена облепихи могут снижать активность тромбоцитов и препятствовать образованию тромбов. Результаты их работы опубликованы в журнале Nutrients. В лабораторных экспериментах исследователи сравнили экстракты сырых и обжаренных семян облепихи. Оказалось, что вещества из обжаренных семян особенно эффективно препятствовали прилипанию тромбоцитов к коллагену и фибриногену — белкам, участвующим в формировании сгустков. Наибольшую активность показал флавоноид изорамнетин, который удлинял время образования тромба и снижал уровень маркеров активации тромбоцитов. Хотя исследование проводилось in vitro, результаты указывают на то, что облепиха может быть перспективным источником натуральных антиагрегантов, которые в будущем помогут в профилактике сердечно-сосудистых заболеваний. Ученые подчеркивают, что необходимы клинические испытания, чтобы подтвердить эффективность и безопасность этих соединений у людей. Ранее специалисты показали, что экстракт черной смородины помогает печени восстанавливаться после воздействия алкоголя."
Россияне стали больше мусорить,"Россияне стали больше мусорить — по итогам 2024 года среднестатистический житель страны оставил после себя на 1 процент (или на 3 килограмма) больше бытовых отходов, чем годом ранее. К такому выводу пришли в аудиторско-консалтинговой сети «Финэкспертиза» на основе данных Росприроднадзора. Материал есть в распоряжении «Ленты.ру». В целом за год россияне сгенерировали 47,5 миллиона тонн бытовых отходов — на 0,8 процента (или 396 тысячи тонн) больше, чем в 2023-м. По оценкам аналитиков, динамика осталась относительно стабильной, тогда как оборот розничной торговли увеличился на 7,2 процента, а реальные располагаемые доходы — на 7,3 процента. «Такая картина указывает на то, что темпы потребления товаров и услуг и генерируемые отходы не всегда коррелируют напрямую, а эффективное управление отходами и внедрение новых технологий становятся все более значимыми для поддержания экологического баланса», — пояснили авторы исследования. В регионах количество мусора на одного человека может отличаться в четыре раза. Больше всего отходов на душу населения приходится в Магаданской области — 650,8 килограмма в год. За ней следуют Калининградская область (507,8 килограмма на жителя), Чукотский автономный округ (458,5 килограмма), Рязанская область (454,1 килограмма), Крым (441,4 килограмма), Московская агломерация (440,2 килограмма), Воронежская область (430,5 килограмма), Ямало-Ненецкий автономный округ (428,9 килограмма), Сахалинская область (422,1 килограмма) и Калужская область (416,9 килограмма). Меньше всего мусорят жители Бурятии — там на одного человека приходится 151,2 килограмма отходов в год. Среди регионов с наименьшим количеством отходов на душу населения специалисты также назвали Калмыкию (212,6 килограмм), Туву (215,6 килограмма), Еврейскую автономную область (221,2 килограмма), Хакасию (226,8 килограмма), Марий Эл (231 килограмм), Волгоградскую область (238,6 килограмма), Чувашию (242,6 килограмма), Алтайский край (245,8 килограмма) и Якутию (247,9 килограмма). Ранее россиян предупредили о штрафах за вынос больших коробок на свалку. По словам специалистов, подобную тару необходимо выбрасывать в специальные контейнеры. В противном случае придется заплатить до 2000 рублей."
Обнаружен путешествующий по океану 20 лет одинокий кит-убийца,"В северо-западной части Атлантического океана биологи ведут наблюдение за уникальной косаткой, которая нарушила все представления о поведении представителей своего вида. Об этом сообщает Smithsonian Magazine. Кит-убийца по кличке Старый Том уже два десятилетия регулярно появляется у берегов Канады — в заливе Мэн, от мыса Код до Новой Шотландии. Ученые выяснили, что это единственная известная особь, которая постоянно путешествует в одиночку. «Я никогда не слышала о косатке, которая была бы одна так долго», — признается исследователь Дебора Джайлс из SeaDoc Society. Одинокий самец обычно плавает в сопровождении стаи дельфинов, что особенно удивляет специалистов, учитывая социальную природу этих животных. Исследователи предполагают, что Старый Том может принадлежать к популяции косаток из восточной Канады, но для точного установления происхождения нужен генетический анализ. Косатка вот уже 20 лет перемещается без компании сородичей, хотя самцы обычно остаются с материнской группой всю жизнь. Натуралист Шелли Лонерган отмечает, что косатка стала местной знаменитостью: каждый раз после ее появления резко возрастает спрос на туры по наблюдению за китами. Исследователи пытаются получить образцы ДНК для изучения, но редкие встречи с Томом и недостаток исследований косаток в регионе осложняют работу. Косаток начали называть китами-убийцами вследствие ошибки, допущенной в XVIII веке при переводе на английский испанского названия млекопитающего — asesina ballenas, что переводится как «убийца китов». Эти животные являются вершиной пищевой цепочки в экосистеме моря и практически не имеют соперников. Косатки охотятся не только на рыбу, но и на других животных, включая тюленей, морских львов и даже крупных китов. Ранее сообщалось, что во Франции 11-летнего самца косатки Кейджо, живущего в морском зоопарке, стали стимулировать вручную, чтобы предотвратить попытки спаривания с матерью. Руководство зоопарка заявило что процедура «безболезненна и естественна»."
При атаке ВСУ на Подмосковье погибли прабабушка и внук. Мальчик не дожил двое суток до шестого дня рождения,"Вооруженные силы Украины (ВСУ) атаковали беспилотными летательными аппаратами (БПЛА) Московскую область в ночь на понедельник, 29 сентября. Один из дронов попал в жилой дом в Воскресенске. Это привело к пожару, в котором погибли два человека — 76-летняя женщина и ее 5-летний правнук. Пятилетний Ваня, ставший жертвой атаки, не дожил двое суток до своего очередного дня рождения — ребенку могло исполниться шесть лет, рассказал родственник пострадавшей семьи. Он также рассказал, что взрывы в Воскресенске раздались около трех часов ночи. В доме, где были Ваня с прабабушкой, кроме них никого не было — ребенка привезли к пенсионерке погостить. Семья считает, что они потеряли сознание и поэтому не смогли выбраться из дома. «Иначе бы они выбежали из здания», — выразил уверенность родственник погибших. Собеседник журналистов добавил, что после произошедшего мама мальчика ушла в себя и ни с кем не разговаривает. Жители Воскресенска, в свою очередь, рассказали журналистам, что ребенок в эту ночь был у прабабушки, так как его мать, работающая тренером, поздно вернулась с работы. Она планировала забрать сына утром в понедельник и отвезти в детский сад. Уточняется, что мальчика и раньше привозили в гости к прабабушке. Заместитель председателя комитета Госдумы по международным делам Светлана Журова назвала трагедией произошедшее в Подмосковье. Губернатор Московской области Андрей Воробьев также назвал трагедией гибель 76-летней женщины и ее правнука в Воскресенске. «Выражаю самые глубокие соболезнования родным и близким погибших. Мы окажем всю необходимую помощь семье», — написал он. Уполномоченный по правам ребенка в Подмосковье Ксения Мишонова высказалась аналогичным образом: «У нас сегодня трагедия. Нет таких слов соболезнования, которые могли бы помочь пережить родителям эту беду», — написала детский омбудсмен. Мишонова также напомнила, что «надо быть начеку», так как «живем в непростое время»."
Венгрия заблокировала 12 украинских СМИ,"Венгрия заблокировала 12 украинских интернет-порталов в ответ на аналогичные действия Киева по отношению к венгерским СМИ. Об этом написал премьер-министр страны Гергей Гуйяш на своей странице в Facebook (запрещенная в России соцсеть; принадлежит корпорации Meta, которая признана в РФ экстремистской и запрещена). Он заявил, что в Венгрии с 29 сентября будут недоступны 12 украинских новостных порталов, в том числе издание «Украинская правда», ТСН, Oboz.ua и другие. «Ответ Венгрии на украинскую цензуру», — говорится в сообщении политика. Гуйяш добавил, что Украина заблокировала иностранные, в том числе венгерские, порталы из-за того, что они критиковали санкции против России и военную поддержку Украины западными странами, а также заявляли о неэффективности Европейского союза и НАТО. Ранее стало известно, что российский телеканал «Царьграда» заблокировали в Азербайджане. Сообщалось, что это произошло после обращения главного редактора Minval.az Эмиля Мустафаева в Министерство цифрового развития и транспорта страны."
Судьбу исторического особняка в Англии решит премьер-министр ОАЭ,"Судьбу исторического поместья в английском графстве Суррей определит премьер-министр Объединенных Арабских Эмиратов. Ближневосточному шейху выдали разрешение на снос здания, пишет Daily Mail. Мохаммед ибн Рашид Аль Мактум с 1971 года является министром обороны ОАЭ, а с 2006 года занимает должность эмира Дубая и премьер-министра страны. Особняк в Суррее шейх приобрел еще в 90-х, поместье обошлось ему в 75 миллионов фунтов стерлингов и известно тем, что располагается вблизи заповедника Чобхэм Коммон — природоохранной зоны с вересковыми пустошами в бассейне Темзы. Домовладение не раз становилось предметом всеобщего обсуждения. Так, в 2018 году Аль Мактум возвел вокруг своей усадьбы металлический забор из колючей проволоки, чем, по словам местных жителей, уподобил дом концлагерю. Ради постройки ограждения эмир срубил десятки вековых деревьев, попадающих под действие Постановления о сохранении деревьев. Кроме того, ограда нарушила важные экологические коридоры. Теперь же Аль Мактуму одобрили демонтаж старинного особняка ради строительства нового. Причем разрешение на снос городской совет выдал задним числом. Усадьба будет увеличена в три с половиной раза: площадь нового поместья составит более чем тысячу квадратных метров, площадь подвальных помещений — 1,5 тысячи. Проект предполагает три этажа, на которых разместятся восемь спален с собственными ванными комнатами. Главная спальня будет располагать отдельной гостиной и гардеробной. Также в особняке будут оборудованы тренажерный зал, кинотеатр, сауна, бассейн и подземная парковка. Вдобавок здесь появится отдельная «комната для вечеринок». Ранее в российском МИДе заявили о возможном строительстве саун и бань на месте украинских церквей."
Стоимость золота подскочила до очередной рекордной отметки,"Биржевая цена золота подскочила в понедельник, 29 сентября, до очередного рекорда, впервые превысив 3850 долларов за тройскую унцию, свидетельствуют данные торгов. К моменту написания материала она росла на 1,2 процента, до 3854,75 доллара. Золото стабильно дорожает уже несколько месяцев, а на прошлой неделе его стоимость регулярно обновляла исторические максимумы. С начала года стоимость драгметалла выросла почти в полтора раза на фоне спроса со стороны Центробанков, ослабления доллара и общей нестабильности рынков, связанного в том числе с введением администрацией Дональда Трампа импортных пошлин на товары из различных стран. Сейчас золото растет в цене с учетом планов Федрезерва продолжить снижение ставок, а также в связи с опасениями по поводу шатдауна, отмечает аналитик UBS Джованни Стауново. Приостановка работы федеральных учреждений США может произойти уже на этой неделе, поскольку срок действия закона об их временном финансировании истекает 30 сентября. Трамп в свете такой перспективы планирует встретиться с лидерами республиканцев и демократов в Палате представителей и Сенате."
В сети появились снимки Аны де Армас без макияжа и фотошопа,"В сети появились снимки кубино-испанской актрисы Аны де Армас без макияжа и фотошопа. Соответствующий материал публикует Daily Mail. 37-летнюю возлюбленную актера Тома Круза запечатлели после тренировки в спортзале, когда она направлялась к припаркованному автомобилю. Звезда предстала перед камерой в черном костюме, который состоял из спортивного топа и легинсов. При этом она убрала волосы от лица и отказалась от макияжа, продемонстрировав естественную внешность. В июле пользователи сети уличили Ану де Армас в насмешке над бывшей женой Тома Круза австралийской актрисой Николь Кидман из-за снимков без фотошопа."
Китайских производителей машин лишат главного преимущества,"Власти Китая обязали местных производителей электрокаров получать экспортные лицензии, эта мера вступит в силу со следующего года. Об этом нововведении, нацеленном на повышение качества выпускаемых в азиатской стране авто, сообщает Bloomberg. В скором времени у местных производителей электрокаров может не остаться ключевого преимущества перед западными, японскими и южнокорейскими конкурентами, отмечают эксперты. Они больше не смогут демпинговать, заполоняя зарубежные рынки дешевыми транспортными средствами. Для получения экспортной лицензии им нужно будет проходить тщательную проверку качества, на чем ряд отраслевых компаний предпочитал экономить в последние несколько лет. Глава Ассоциации легковых автомобилей Китая Цуй Дуншу ожидает, что нововведение местных властей приведет к очищению внутреннего рынка от недобросовестных производителей. Подобным образом, поясняет он, руководство КНР пытается заставить игроков конкурировать за счет передовых технологий, а не низких цен. Эта мера, по словам Дуншу, призвана ограничить экспорт низкокачественной продукции и предотвратить демпинг. Регулирование экспорта, как уточняется, нацелено на исправление негативного представления западных стран о китайском автопроме. В США и Евросоюзе ради защиты собственных рынков от засилья дешевых электрокаров из КНР ввели повышенные заградительные пошлины на импорт этой продукции. Власти западных стран неоднократно обвиняли китайские власти в нерыночной поддержке местных автопроизводителей. На этом фоне в США ввели 100-процентную ставку, а в ЕС установили дополнительные тарифы вплоть до 35,3 процента. Эти меры были призваны защитить местных производителей, которые столкнулись с заметным падением спроса на свои электрокары из-за дешевизны китайских аналогов."
Букмекер досрочно выплатил все ставки на чемпионство ЦСКА,"Букмекерская компания Tennisi выплатила все ставки, сделанные клиентами на победу московского ЦСКА в Российской премьер-лиге (РПЛ) в сезоне-2025/2026. Об этом сообщает «РБ Спорт». Это произошло после того, как армейцы в 10-м туре чемпионата страны обыграли «Балтику» (1:0) и вышли на первое место в турнирной таблице. До окончания сезона остается еще 20 туров. Перед стартом сезона коэффициент на победу ЦСКА в РПЛ составлял 14,00. Таким образом, поставившие на армейцев тысячу рублей могли выиграть 14 тысяч. На данный момент на чемпионство ЦСКА можно поставить с коэффициентом 6,00. Выше котируются шансы «Краснодара» (5,50) и «Зенита» (3,20)."
Число жертв суррогатного алкоголя в Ленобласти увеличилось,"Число жертв суррогатного алкоголя в Ленинградской области увеличилось до 33 человек. Об этом стало известно Telegram-каналу Shot. По сведениям издания, 65-летнего мужчину обнаружили в Сланцах без чувств рядом с отпитой бутылкой. Он и стал 33-й жертвой. Рядом с трупом россиянина была найдена пластиковая бутылка объемом 0,5 литра с этикеткой «Святой источник». Половину мужчина успел выпить. Как утверждает Shot, 22 человека не удалось спасти после употребления опасного спиртного в Сланцевском районе, еще семь — в Волосовском районе. Еще два человека насмерть отравились в Приозерском районе, и по одному человеку не выжили в Гатчинском и Тосненском районах. Ранее сообщалось, что по делу о массовом отравлении алкоголем в Ленобласти были задержаны 14 человек. По факту случившегося дал комментарий официальный представитель Кремля Дмитрий Песков. Он подчеркнул, что данной проблеме следует уделить больше внимания."
Санду прокомментировала результаты выборов в Молдавии,"Президент Молдавии Майя Санду поблагодарила граждан республики за выбор в пользу страны. Часть ее комментариев впервые после оглашения итогов голосования публикует Newsmaker в своем Telegram-канале. «Я хотела, чтобы молдаване сделали выбор в пользу Молдовы, и я рада, что молдаване приняли решение за Молдову, несмотря на все вмешательства и деньги, которые потратила Москва», — заявила молдавский лидер. Санду отметила, что путь Молдавии в Европейский союз (ЕС) теперь в безопасности. Кроме того, она также пообещала работать со всеми гражданами республики «с заботой», независимого от того, за кого они проголосовали. 28 сентября в Молдавии прошли парламентские выборы. Партия Майи Санду «Действие и солидарность» (PAS) смогла сохранить большинство мест в парламенте по итогам выборов. По результатам выборов будет также сформировано правительство."
Врач назвала вредные при простуде продукты,"Во время болезни важно правильно поддерживать организм, считает врач-эндокринолог, диетолог Оксана Михалева. Какие продукты при простуде приносят пользу, а какие считаются вредными, она рассказала в беседе с «Газетой.Ru». Михалева отметила, что во время болезни организму нужна энергия для борьбы с инфекцией. Однако она подчеркнула, что не все продукты одинаково хорошо подходят для этой цели. Так, она призвала до выздоровления исключить из рациона фастфуд, снеки, жареную и жирную пищу, а также газированные напитки. Кроме того, врач назвала нежелательными при простуде блюда из красного мяса, выпечку и кондитерские изделия. По ее словам, с осторожностью следует есть свежие овощи и фрукты, так как они могут вызывать дискомфорт и тяжесть в желудке. Михалева добавила, что во время простуды лучше есть простую, легкоусвояемую пищу — бульоны, супы, каши и хорошо проваренное мясо. Также врач подчеркнула, что при болезни не нужно есть через силу. Если совсем нет аппетита, она посоветовала пить больше морсов, компотов или теплого молока с медом. По ее словам, эти напитки помогут быстрее выводить токсины из организма, предотвратят обезвоживание и придадут сил. Ранее доцент кафедры индустрии общественного питания, гостиничного бизнеса и сервиса Университета Росбиотех Дмитрий Быстров предупредил, что молоко с медом не лечит простуду. Он уточнил, что напиток может ненадолго облегчить симптомы, но вылечить кашель он не может."
Российский боец рассказал о «невидимке на поле боя»,"Оборудование связи в условиях боя тщательно маскируется. Об этом газете «Красная звезда» рассказал начальник узла связи с позывным Марс, принимающий участие в боевых действиях в зоне специальной военной операции. В задачи подразделения, в котором проходит службу Марс, входит обеспечение надежной связи между командными пунктами и передовыми позициями. По словам бойца, его подразделению часто приходится действовать в непростых условиях. «Враг постоянно пытается нарушить нашу связь», — сказал боец. Марс заметил, что особой гордостью связистов является технология прокладки оптоволоконных линий, для чего используется специальная техника, позволяющая закапывать кабели в грунт. «Все остальное оборудование — ретрансляторы, коммутационные пункты — тщательно маскируется в природном ландшафте или укрывается в инженерных сооружениях, превращаясь в невидимку на поле боя», — уточнил начальник узла. В сентябре госкорпорация «Ростех» сообщила, что Вооруженные силы (ВС) России получили партию машин с комплексом автоматизированного управления артиллерией «Планшет-М-ИР». В августе министр обороны РФ Андрей Белоусов рассказал, что ВС России проведут опытно-боевую апробацию системы «Свод», которая повысит осведомленность войск."
