,text,cluster_number
768,"власти польши против выдачи германии гражданина украины владимира журавлева, заявил польский премьер-министр дональд туск. окружной суд варшавы арестовал украинца по подозрению во взрыве газопроводов северный поток-1 и северный поток-2.",-1
769,"европарламент (еп) одобрил реформу, упрощающую отмену права на безвизовый режим с ес для 61 страны, граждане которой в настоящее время могут въезжать в шенгенскую зону без визы для краткосрочного пребывания до 90 дней. об этом говорится в заявлении пресс-службы еп по итогам пленарного заседания.",-1
770,"ъ стали известны подробности антикоррупционного иска генпрокуратуры к экс-главе оао межрегиональная сетевая компания северного кавказа магомеду каитову и его партнеру даниилу лысенко сыну председателя арбитражного суда ставропольского края ларисы лысенко. по данным надзорного ведомства, господин каитов через свои структуры оплачивал личные расходы сына судьи.",-1
771,"верховный суд россии оставил без изменений решение нижестоящих инстанций, которые удовлетворили иск актера данилы козловского о защите чести и достоинства к главе федерального проекта по безопасности и борьбе с коррупцией виталию бородину. тот обвинял артиста в дискредитации российской армии, сообщили тасс в суде.",-1
772,депутаты госдумы приняли в первом чтении законопроект об ужесточении правил выдачи микрозаймов гражданам. поправки направлены на решение проблемы закредитованности россиян.,-1
773,"центральный банк россии обновил список системно значимых кредитных организаций. из него исключены росбанк и фк открытие, добавлен дом.рф.",-1
774,"всемирный банк опубликовал обновленный прогноз по динамике ввп в 20252026 годах для стран азиатско-тихоокеанского региона (атр). если в своем апрельском прогнозе банк ожидал, что по итогам текущего года экономика региона увеличится на 4, то сейчас прогноз повышен до 4,8.",-1
775,"руководитель центра международной безопасности имэмо ран академик алексей арбатов в интервью ъ обратил внимание, что президент сша дональд трамп всегда неоднозначно относился к договору о стратегических наступательных вооружениях (дснв). этим, по его словам, может объясняться и сдержанная реакция американского лидера на предложение россии о сохранении ограничений по дснв в течение года после завершения договора.",-1
776,"если в день выпивать стакан сладкой газировки, риск развития неалкогольной жировой болезни печени (нажбп) возрастает на 50. а если выпивать стакан диетического варианта таких напитков со сниженным содержанием сахара или без сахара, риск не снижается, как считают многие, а возрастает до 60.",-1
777,пресс-служба испанского футбольного клуба барселона опубликовала финансовый отчет за сезон-202425. общие доходы команды составили рекордные 994 млн.,-1
778,"славянский районный суд кубани оштрафовал на 60 тыс. руб. исполнивших песню на украинском языке антона и светлану петренко. контекст песни был связан с дискредитацией российской армии, сообщила объединенная пресс-служба судов краснодарского края.",-1
779,"6 октября прошли первые занятия в академии журналистики ъ. первые лекции прочли главный редактор газеты коммерсантъ, шеф-редактор издательского дома михаил лукин, гендиректор ид роман уманский и первый заместитель главного редактора, руководитель делового блока владимир лавицкий.",-1
780,"банк россии сообщил о значительном увеличении международных резервов страны в сентябре. по данным цб, на 1 октября их объем достиг исторического максимума в 713,3 млрд.",-1
781,"федеральная антимонопольная служба (фас) изучает ситуацию с ценами на заправках в курской области, крыму и краснодарском крае, сообщил глава ведомства максим шаскольский. он допустил новые предупреждения для нефтяных компаний из-за роста цен на азс.",-1
782,"оператор адриатического нефтепровода, хорватская компания janaf, вскоре прекратит поставки сырья по nis (нефтяная индустрия сербии), заявил президент республики александр вучич. также евросоюз присоединится к американским санкциям в отношении компании, убежден господин вучич.",-1
783,"развивающиеся экономики шаг за шагом выигрывают конкуренцию во всех трех секторах экономики, заявил замглавы администрации президента (ап) россии максим орешкин. мы видим, что и в первичном, и во вторичном, и в третичном секторах экономики те экономики, которые раньше назывались развивающимися экономиками, теперь это экономики мирового большинства, шаг за шагом выигрывают конкуренцию, сказал господин орешкин на экспертном созыве открытого диалога будущее мира.",-1
784,"бывший премьер-министр франции и лидер партии горизонты (horizons) эдуар филипп призвал президента страны эмманюэля макрона провести досрочные президентские выборы и покинуть пост сразу после принятия бюджета. об этом политик сказал в интервью телеканалу rtl, указав не риск коллапса государства.",-1
785,"федеральная налоговая служба спросила у самозанятых, какую ставку налога на профессиональный доход они считают справедливой. предлагается выбрать из 11 вариантов от 0 до свыше 20.",-1
786,"пресс-секретарь президента россии дмитрий песков прокомментировал указ владимира путина об ускоренной приватизации федерального имущества. по его словам, документ был принят в ответ на враждебные действия евросоюза и введенные сша антироссийские санкции.",-1
787,"цены на цинк продолжают расти из-за опасений дефицита, обновив максимум с декабря прошлого года. 7 октября на лондонской бирже металлов стоимость цинка увеличилась на 0,6 и достигла 3 026 долларов за тонну.",-1
788,"псковский городской суд смягчил меру пресечения зампредседателя партии яблоко льву шлосбергу (объявлен в рф иноагентом) по делу о повторной дискредитации вооруженных сил россии. домашний арест, который назначили политику в июне этого года, судья заменил на запрет определенных действий.",-1
789,"администрация президента сша дональда трампа объявила о покупке 10 акций канадской компании trilogy metals, занимающейся добычей металлов на аляске, за 35,6 млн. после публикации заявления акции trilogy metals компании всего с пятью постоянными сотрудниками на конец 2024 года и убытком в 1,7 млн в последнем квартале подорожали более чем на 200.",-1
790,"генеральная прокуратура направила для рассмотрения в гагаринский районный суд москвы дело о манипулировании рынком. на скамье подсудимых окажутся трейдер компании марайон инвестменстс лимитед дмитрий ерошкевич, а также специалисты в области финансового рынка александр сынганевский и иван румянцев.",-1
791,"канцлер германии фридрих мерц заявил, что евросоюзу стоит отказаться от запрета на продажи автомобилей с двигателями внутреннего сгорания, который планируется ввести в 2035 году. моя четкая позиция заключается в том, что мы не можем поддерживать этот так называемый запрет на двигатели внутреннего сгорания в его нынешнем виде.",-1
792,"япония, принявшая мирную конституцию после поражения во второй мировой войне, все активнее вкладывается в производство вооружений и оборонные стартапы, пишет bloomberg. поводом для пересмотра пацифистской политики стал рост количества внешних угроз и геополитическая нестабильность в регионе обеспокоенность по поводу возможного захвата китаем тайваня, угрозы со стороны кндр и воинственного поведения россии, отмечает агентство.",-1
793,"евросоюз не знает, как объединить два кредита для украины: на 185 млрд с использованием российских замороженных активов и на 45 млрд по инициативе g7. об этом сообщил euractiv высокопоставленный представитель еврокомиссии.",-1
794,"основатель мессенджера telegram павел дуров опубликовал видео, на котором выходит из озера кольсай на территории национального заповедника в казахстане. за купание в водоеме бизнесмену может грозить штраф.",-1
795,"россия отреагирует, если страны евросоюза решат ограничить передвижение российских дипломатов на территории своих государств. об этом заявил пресс-секретарь президента рф дмитрий песков.",-1
796,"министерство обороны украины регулярно заключает контракты с компаниями, которые предлагают более высокие цены, чем их конкуренты. в итоге украинская армия переплатила за поставки вооружений 5,4 млрд гривен (129 млн), следует из правительственного аудита закупок, с которым ознакомилась the new york times (nyt).",-1
797,"за девять месяцев 2025 года система маркировки честный знак выявила более 50 миллионов нарушений в продажах на крупных маркетплейсах, сообщил директор по контрольно-надзорной деятельности црпт антон гущанский на форуме e-retail week 2025. этот показатель на 30 ниже, чем за аналогичный период прошлого года, что свидетельствует о повышении качества контроля со стороны торговых площадок.",-1
798,"арбитражный суд челябинской области отказался блокировать выплату банком автозаводу урал в миассе 178,9 млн рублей. согласно документам суда, обеспечить имущественные интересы требовала управляющая компания строительного холдинга (уксх) из екатеринбурга.",-1
799,"новости кавказского федерального округа это самая свежая информация из сфер политики, экономики, спорта, науки и культуры скфо.",179
800,"новости кавказского федерального округа это самая свежая информация из сфер политики, экономики, спорта, науки и культуры скфо.",179
801,"новости кавказского федерального округа это самая свежая информация из сфер политики, экономики, спорта, науки и культуры скфо.",179
802,"новости кавказского федерального округа это самая свежая информация из сфер политики, экономики, спорта, науки и культуры скфо.",179
803,"новости кавказского федерального округа это самая свежая информация из сфер политики, экономики, спорта, науки и культуры скфо.",179
804,"показательный случай реакции украинских патриотов на георгиевскую ленту зафиксировал один из пользователей сети интернет. неизвестные люди с трезубыми шевронами на куртках, заблокировали машину и потребовали у автора видео снять символ победы, с зеркала заднего вида, мотивируя это знанием истории и оскорблением нации.",-1
805,какие опасные пищевые добавки скрывает ваш ежедневный рацион и какие продукты их содержат?средняя российская семья тратит около 80 своего продовольственного бюджета на обработанные пищевыми добавками продукты! а они влекут за собой тяжелые последствия для здоровья.,-1
806,"то, что у евразийского союза, который начнет функционировать уже с января 2015 года, будет своя валюта никаких сомнений. в договоре об еаэс указывается, что в целях углубления интеграции казахстан, россия и беларусь будут проводить согласованную валютную политику. а вот, какую именно валюту выберут члены нового союза тенге, рубль или белорусский рубль пока вопрос. не исключено, что валюта еаэс будет называться и как-то по-другому.",-1
807,"киев намекнул, что непрочь получить кредит в 15 миллиардов",-1
808,видео. стали известны подробности покушения на крупных волгоградских бизнесменов.,-1
809,китай будет инвестировать в крымские стройки,-1
810,порядка двух миллиардов долларов готовы вложить китайские инвесторы в строительство ветки метро в новой москве.,-1
811,"о криминальных новостях вы узнаете в рубрике криминал. здесь вы найдете вести об уголовных преступлениях: финансовых махинациях, коррупционных схемах, налоговых преступлениях; прочитаете о нарушениях таможенного порядка, экологической и компьютерной преступности.",180
812,"о криминальных новостях вы узнаете в рубрике криминал. здесь вы найдете вести об уголовных преступлениях: финансовых махинациях, коррупционных схемах, налоговых преступлениях; прочитаете о нарушениях таможенного порядка, экологической и компьютерной преступности.",180
813,"о криминальных новостях вы узнаете в рубрике криминал. здесь вы найдете вести об уголовных преступлениях: финансовых махинациях, коррупционных схемах, налоговых преступлениях; прочитаете о нарушениях таможенного порядка, экологической и компьютерной преступности.",180
814,"о криминальных новостях вы узнаете в рубрике криминал. здесь вы найдете вести об уголовных преступлениях: финансовых махинациях, коррупционных схемах, налоговых преступлениях; прочитаете о нарушениях таможенного порядка, экологической и компьютерной преступности.",180
815,"политолог назвал претендента на пост вице-премьера крыма. им может стать председатель постоянной комиссии государственного совета крыма по экономической, бюджетно-финансовой и инвестиционной политике виталий нахлупин.",-1
816,лидер ирана предсказал удар в спину европы со стороны сша,-1
817,народные депутаты украины александр бригинец и леонид емец зарегистрировали проект постановления об упразднении фракции компартии украины в верховной раде. об этом написал в фб депутат александр бригинец.,-1
818,"российский омбудсмен владимир лукин, которого президент рф владимир путин направил в киев для посреднической работы на переговорах украинского руководства с представителями оппозиции и стран ес, отказался подписать итоговый документ.",-1
819,"малый бизнес может дать стране гораздо больше, но нужны умные законы, считают в ср",-1
820,"в 10 утра 16 июня россия переводит украину в условия предоплаты. глава quot;газпромаquot; алексей миллер подчеркнул, что больше сроки не будут переноситься, учитывая, что абсурдную позицию киева, который переходит к quot;откровенному шантажуquot;.",-1
821,"бизнесмен михаил прохоров уже заявил, что не будет участвовать в этих выборах. от участия также отказались александр тихонов (экс-президент организации) и сергей кущенко (вице-президент сбр).",-1
822,"на сегодняшний день заключен договор превышающий сумму в 120 миллионов долларов, для того что бы эра медленного интернета осталась позади.",-1
823,преображенский суд г. москвы признал законным отказ властей столицы в проведении акции quot;марш бородатых женщин и мужчинquot;. об этом сообщил риа новостям пресс-секретарь суда.,-1
824,новости музыки это самая свежая информация о музыкальных исполнителях современности. на нашем портале часто появляются эксклюзивные интервью с наиболее популярными звездами музыкальной шоу-бизнеса.,181
825,новости музыки это самая свежая информация о музыкальных исполнителях современности. на нашем портале часто появляются эксклюзивные интервью с наиболее популярными звездами музыкальной шоу-бизнеса.,181
826,новости музыки это самая свежая информация о музыкальных исполнителях современности. на нашем портале часто появляются эксклюзивные интервью с наиболее популярными звездами музыкальной шоу-бизнеса.,181
827,новости музыки это самая свежая информация о музыкальных исполнителях современности. на нашем портале часто появляются эксклюзивные интервью с наиболее популярными звездами музыкальной шоу-бизнеса.,181
828,новости музыки это самая свежая информация о музыкальных исполнителях современности. на нашем портале часто появляются эксклюзивные интервью с наиболее популярными звездами музыкальной шоу-бизнеса.,181
829,"число пострадавших, отравившихся салатами из магазинов quot;магнитquot;, на ставрополье уже достигло 166 человек. из которых - 32 детей.",-1
830,"компания аэрофлот, возможно, выплатит оппозиционеру алексею навальному 4,6 млн рублей. по крайней мере такая информация содержится в материалах к собранию акционеров авиаперевозчика.",-1
831,немецкий бизнес против антироссийских санкций,-1
832,сбербанк подал иск о банкротстве бывшей конторы губернатора красноярского края.,-1
833,"новости образования познакомят читателей с новыми законопроектами области дошкольного, среднего и высшего образования. мы осветим актуальные познавательные и просветительские акции и расскажем об образовательной политике российской федерации.",182
834,"новости образования познакомят читателей с новыми законопроектами области дошкольного, среднего и высшего образования. мы осветим актуальные познавательные и просветительские акции и расскажем об образовательной политике российской федерации.",182
835,"новости образования познакомят читателей с новыми законопроектами области дошкольного, среднего и высшего образования. мы осветим актуальные познавательные и просветительские акции и расскажем об образовательной политике российской федерации.",182
836,"новости образования познакомят читателей с новыми законопроектами области дошкольного, среднего и высшего образования. мы осветим актуальные познавательные и просветительские акции и расскажем об образовательной политике российской федерации.",182
837,"новости образования познакомят читателей с новыми законопроектами области дошкольного, среднего и высшего образования. мы осветим актуальные познавательные и просветительские акции и расскажем об образовательной политике российской федерации.",182
838,"лауреата нобелевской премии мира объявят в пятницу, 10 октября, в осло.но эксперты и международные сми считают шансы дональда трампа на получение награды минимальными. норвежский нобелевский комитет сообщил, что окончательное решение принято ещ до объявления перемирия в газе, к которому президент сша активно призывал. по оценкам исследователей, громкое лоббирование и политическая поддержка не компенсируют отсутствие устойчивых мирных результатов, которых традиционно ожидают от лауреатов.",-1
839,"в сша уже девять дней продолжается шатдаун федерального правительства. после того, как демократы и республиканцы не смогли договориться о его временном финансировании, работу прекратили необязательные госслужащие, а часть из них по инициативе белого дома и вовсе оказались под угрозой увольнения. причина в разногласии сенаторов по продлению субсидий на медицинскую страховку для малообеспеченных американцев и среднего класса. когда кончится шатдаун, неизвестно: демократическая партия по-прежнему рассчитывает включить в закон о финансирования правительства свои пункты, а дональд трамп считает, что шатдаун играет в его пользу и угрожает политическим конкурентам.",-1
840,"год назад в немецком кльне открылся учебный центр luna здесь, в ангаре площадью 700 кв.м, была создана самая большая в мире копия лунной поверхности. центр предназначен для подготовки астронавтов и испытания роботов для будущих миссий на луну. о том, как он устроен, в интервью английской редакции rfi рассказал научный сотрудник европейского космического агентства (esa) эйдан коули. сюжет подготовлен к 50-летию esa.",-1
841,"израиль и группировка хамас, признанная террористической организацией рядом стран мира, достигли договоренности об освобождении заложников, захваченных хамас во время атаки 7 октября 2023 года, в обмен на отвод израильских войск к согласованной линии разделения в секторе газа. об этом президент сша дональд трамп написал в сети truth social в среду поздно вечером по времени американского восточного побережья. после полудня 9 октября было официально объявлено о вступлении де-факто в силу режима прекращения огня в газе. однако юридически перемирие начнется после утверждения соглашения правительством израиля.",-1
842,"среда, 8 октября, 1323-й день с начала полномасштабного российского вторжения в украину. rfi ведет ежедневную хронику боевых действий и сопутствующих им событий.",-1
843,"лауреатами нобелевской премии по химии 2025 года стали создатели молекулярной губки японец сусуму китагава, австралиец ричард робсон и американец иорданского происхождения омар м. яги. королевская шведская академия наук отметила их разработку металлоорганических каркасов нового типа кристаллических материалов с огромными внутренними полостями, через которые молекулы могут избирательно проходить, задерживаться и преобразовываться. потребовалось более 30 лет коллективной работы от первых координационных сетей конца 1980-х до промышленных образцов 2000-х чтобы превратить лабораторную идею в технологию, которая сегодня служит для сбора питьевой воды из воздуха пустынь, извлечения токсичных pfas из питьевой воды, забора углекислого газа на электростанциях и компактного хранения водорода.",-1
844,"ларри финк финансист, под управлением которого находится 10 триллионов долларов! его жену зовут лори и она десятилетиями умело избегает всяческого внимания к ее загадочной персоне.",-1
845,"невеста роналду живет в мире, где роскошь это повседневность. теперь состояние криштиану превысило 1,4 миллиарда долларов.",-1
846,"в сети разгорается скандал вокруг победительницы главного конкурса красоты. костенко не смогла молча смотреть на то, как хейтят королеву красоты.",-1
847,"пока анастасия принимает поздравления с победой, одна из финалисток публично рассказала, как именно проходила подготовка и почему у нее вызывает сомнение честность итогов.",-1
848,в прошедшие выходные состоялся финал главного конкурса красоты. победительница анастасия венза уже успела столкнуться с критикой и хейтом.,-1
849,"цфа это аналог ценных бумаг, но в более современной форме, на блокчейн-платформе. доходность 17,5 годовых и скидка на заказы в качестве бонуса.",-1
850,"бывшая королева красоты публично назвала итоги конкурса позором и усомнилась, что новая мисс достойна представлять страну на международной арене. однако анастасия не стала молчать, ответив коротко, но метко.",-1
851,"победу 22-летней анастасии раскритиковала бывшая мисс россия, заявившая, что не понимает, как такую конкурсантку можно отправлять представлять страну. модель назвала итоги конкурса позором и призналась, что находится в максимальном шоке.",-1
852,"знаменитость купила приглашение на показ новой коллекции balenciaga и, ожидаемо, оказалась перед закрытыми дверями.",-1
853,накануне в столице прошел финал главного в стране конкурса красоты. победительница прошлого года передала корону 22-летней студентке из московской области.,-1
854,"октябрь традиционно стартует в россии выбором самой красивой девушки страны. рассказываем, как прошел конкурс мисс россия 2025.",-1
855,"это в шоу-бизнесе артисты могут себе позволить томить фанатов в ожидании начала концерта (привет, мадонна!), но в модной индустрии в последние годы все уважительно относятся ко времени друг друга. все, кроме герцогини сассекской.",-1
856,какие новые правила привнесли зумеры в офисы? и что теперь стоит учитывать современным работодателям? об этом в статье участницы курса как писать нон-фикшн школы писательского мастерства band дарьи роговой.,-1
857,"мастер финансового коучинга леонид кроль, автор новой книги не простые, а золотые. где мои деньги и как их получить, разбирает кейсы читателей и дает личные рекомендации.",-1
858,"как научиться зарабатывать больше? а еще избавиться от спонтанных трат, подарить себе финансовую свободу? гештальт-терапевт и нлп-практик рассказали, насколько кардинально за последние десятилетия изменилось наше отношение к деньгам и какие стратегии сейчас в тренде.",-1
859,"когда в моей жизни появляется новый проект, я загораюсь, много работаю. но вскоре интерес начинает ослабевать, и я будто гасну. этот цикл повторялся уже много раз. вот и сейчас я вынашиваю бизнес-идею и заранее беспокоюсь, что не смогу довести дело до конца. мне это мешает не только зарабатывать, но и чувствовать себя успешным. как поддерживать интерес к проектам, даже когда к цели приходится идти долго?",-1
860,цены и дату начала поставок компания не уточнила.,-1
861,"так сервис хочет популяризовать курсы японского языка, отмечает variety.",-1
862,с июня 2024 года функцию тестируют со счетами в сбере.,-1
863,с лета 2025 года площадка рассчитывает индекс биткоина.,-1
864,"хакеры заявили о взломе zendesk-сервиса discord и краже данных 5,5 млн пользователей. компания опровергает масштаб инцидента и отказывается платить выкуп. читать дальше хакеры заявили о краже данных 5,5 миллиона пользователей discord: компания отказывается платить выкуп",-1
865,"по данным game file, в 2024 году ubisoft закрыла неанонсированный assassins creed о периоде реконструкции в сша с героем-бывшим рабом. компания официально это не подтверждала. читать дальше ubisoft отменила assassins creed про героя-бывшего раба из-за политического климата в сша",-1
866,верховный суд сша отказал google в приостановке запрета по делу epic. до 22 октября компания должна разрешить внешние платежи и ослабить правила play иначе нарушение закона. читать дальше android ждут большие перемены: верховный суд отказал google в приостановке решения по делу epic,-1
867,"стоит ли покупать яхту, если ты не миллиардер? сколько нужно учиться на капитана? отвечаем на все вопросы новичка вместе с опытными яхтсменами из it. разбираем бюджеты, безопасность и самые красивые маршруты для плавания. читать дальше как айтишники становятся капитанами сколько стоит свобода, где учиться яхтингу и как преодолеть страх открытого моря",-1
868,"google отказалась чинить уязвимость в gemini, через которую злоумышленники могут незаметно передавать вредоносные инструкции. компания считает проблему не багом, а социальной инженерией, оставляя пользователей без защиты. читать дальше gemini может слить ваши данные и google это не отрицает",-1
869,github полностью переезжает в облако microsoft azure: из-за нехватки мощностей компания отказывается от дата-центров и интегрируется с coreai читать дальше microsoft дожала: github отказался от своих дата-центров теперь все переедет в azure,-1
870,"deloitte australia признала, что правительственный отчт на 440 тыс. содержал вымышленные цитаты, созданные gpt-4o. компания вернт часть средств и внесла исправления. эксперты призывают к прозрачности при использовании ии в аналитике. читать дальше deloitte признала использование ии в правительственном отчте с фейковыми цитатами и вернт часть гонорара",-1
